ID,LABEL,inSubset,Comment,Parent,alternative label,definition,new definition,definition source,term editor,seeAlso,editor note,term tracker item,has molecular receptor,has role,induces immune profile,derives from,equivalent axioms
VO:0005375,T-vant vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,T-vant,"A vaccine adjuant that is derived from Salmonella enterica serovar typhimurium and is able to induce Th1/Th2/Th17 immune responses through the mechanism of action of TLR4, inflammasome, and DC activation.",,https://www.ncbi.nlm.nih.gov/pubmed/?term=33498352|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069796,Lisa Morici|Wolfgang Leitner|Oliver He,,"Chemical Nature: other
Mechanism of Action: TLR4; inflammasome; DC activation
Immune profile induced: Th1/Th2/Th17
Receptor: TLR4, NLRP3
Storage information: -20 or -80C
Point of Contact: Lisa Morici, Tulane University",,"NACHT, LRR and PYD domains-containing protein 3|Toll-like receptor 4",NLRP3 receptor role|TLR4 receptor role,Th1/Th2/Th17 mixed immune profile,,
VO:0005379,PIKA vaccine adjuvant,vaccine adjuvant,VAC,nucleic acid vaccine adjuvant,PIKA,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=17484805|https://www.ncbi.nlm.nih.gov/pubmed/?term=20538850|https://www.ncbi.nlm.nih.gov/pubmed/?term=21468931|https://www.ncbi.nlm.nih.gov/pubmed/?term=26765968|https://www.ncbi.nlm.nih.gov/pubmed/?term=28118938|https://www.ncbi.nlm.nih.gov/pubmed/?term=29174316|https://www.ncbi.nlm.nih.gov/pubmed/?term=34766005,Xiaoliang Ren|Wolfgang Leitner|Oliver He,,"Chemical Nature: Nucleic Acid
Mechanism of Action: TLR/RLR-agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Xiaoliang Ren, Yisheng Bio

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02657161
https://clinicaltrials.gov/ct2/show/NCT02956421",,,,Th1/Th2 mixed immune profile,,
VO:0005380,Mastoparan 7 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,Mastoparan 7,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=31068425|https://www.ncbi.nlm.nih.gov/pubmed/?term=32047657|https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,,"Chemical Nature: peptide
Mechanism of Action: activation of mast cells, epithelial cells, macrophages and dendritic cells
Immune profile induced: Th2-biased

Route of immunization: IM and IN
Point of Contact: Herman Staats, Duke University",,,,Th2-biased immune profile,,
VO:0005381,Mast cell activator small molecules vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,Mast cell activator small molecules,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: mast cell activation
Immune profile induced: Th2-biased

Route of immunization: IN
Point of Contact: Herman Staats, Duke University",,,,Th2-biased immune profile,,
VO:0005382,Precision Vaccines Program (PVP)-037 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,Precision Vaccines Program (PVP)-037,,,,Ofer Levy|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Ofer Levy, Precision Vaccines Program at Boston Children's Hospital",,,,Th1-biased immune profile,,
VO:0005383,BECC470s vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,BECC470s,,,,Robert Ernst|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: TLR4 agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Robert Ernst, University of Maryland - Baltimore",,,,Th1/Th2 mixed immune profile,,
VO:0005384,TRAC478 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,TRAC478,,,,Helene Bazin-Lee|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",,,,Th1-biased immune profile,,
VO:0005385,GLA-3M-052-LS vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,GLA-3M-052-LS,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=34248966|https://www.ncbi.nlm.nih.gov/pubmed/?term=34795290,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1/Th17

Route of immunization: IM and IN
Point of Contact: Christopher Fox, AAHI",,,,Th1/Th17 mixed immune profile,,
VO:0005386,3M-052-SE vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,3M-052-SE,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=28429728|https://www.ncbi.nlm.nih.gov/pubmed/?term=30089691|https://www.ncbi.nlm.nih.gov/pubmed/?term=32213623|https://www.ncbi.nlm.nih.gov/pubmed/?term=34131024|https://www.ncbi.nlm.nih.gov/pubmed/?term=34972105|https://www.ncbi.nlm.nih.gov/pubmed/?term=35572573,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",,,,Th1-biased immune profile,,
VO:0005387,3M-052-Alum vaccine adjuvant,vaccine adjuvant,VAC,aluminum vaccine adjuvant,3M-052-Alum,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326|https://www.ncbi.nlm.nih.gov/pubmed/?term=32561559|https://www.ncbi.nlm.nih.gov/pubmed/?term=33971664|https://www.ncbi.nlm.nih.gov/pubmed/?term=34117252|https://www.ncbi.nlm.nih.gov/pubmed/?term=34266981,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT04915768
https://clinicaltrials.gov/ct2/show/NCT05197712",,,,Th1-biased immune profile,,
VO:0005388,SWE vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,SWE,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=30849373|https://www.ncbi.nlm.nih.gov/pubmed/?term=32411401,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) emulsion
Mechanism of Action: unknown
Immune profile induced: Th1/Th17

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute

Clinical trial:
https://clinicaltrials.gov/ct2/show/NCT04702178",,,,Th1/Th17 mixed immune profile,,
VO:0005389,SQ vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,SQ,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) Emulsion (with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",,,,Th1-biased immune profile,,
VO:0005390,LQ vaccine adjuvant,vaccine adjuvant,VAC,saponin vaccine adjuvant,LQ,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=32156809|https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) other (liposome with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",,,,Th1-biased immune profile,,
VO:0005419,MicroCrystalline Tyrosine vaccine adjuvant,vaccine adjuvant,VAC,particulate antigen delivery system vaccine adjuvant,MCT|MCT vaccine adjuvant|MicroCrystalline Tyrosine|MicroCyrstalline Tyrosine® (MCT),,,https://www.ncbi.nlm.nih.gov/pubmed/?term=28347293|https://www.ncbi.nlm.nih.gov/pubmed/?term=28468322|https://www.ncbi.nlm.nih.gov/pubmed/?term=28953265|https://www.ncbi.nlm.nih.gov/pubmed/?term=29592962,Matthew Heath|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: Activation of APCs, activation of T cells and stimulating B cell proliferation (IgG)
Immune profile induced: Th1-biased

Route of immunization: IM and SQ
Point of Contact: Matthew Heath, Allergy Therapeutics (UK) Ltd",,,,Th1-biased immune profile,,
VO:0005420,GLA-SE vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,GLA-SE,,,https://clinicaltrials.gov/ct2/show/NCT01484548|https://clinicaltrials.gov/ct2/show/NCT01751048|https://clinicaltrials.gov/ct2/show/NCT02071758|https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089|https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869|https://www.ncbi.nlm.nih.gov/pubmed/?term=27142329,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=27142329
https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=21816196
https://www.ncbi.nlm.nih.gov/pubmed/?term=21690242
https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869
https://www.ncbi.nlm.nih.gov/pubmed/?term=22291184
https://www.ncbi.nlm.nih.gov/pubmed/?term=22291184
https://www.ncbi.nlm.nih.gov/pubmed/?term=23045649
https://www.ncbi.nlm.nih.gov/pubmed/?term=23045649
https://www.ncbi.nlm.nih.gov/pubmed/?term=22509423
https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687
https://www.ncbi.nlm.nih.gov/pubmed/?term=23904160
https://www.ncbi.nlm.nih.gov/pubmed/?term=23954378
https://www.ncbi.nlm.nih.gov/pubmed/?term=22425788
https://www.ncbi.nlm.nih.gov/pubmed/?term=22891286
https://www.ncbi.nlm.nih.gov/pubmed/?term=22891286
https://www.ncbi.nlm.nih.gov/pubmed/?term=23624057
https://www.ncbi.nlm.nih.gov/pubmed/?term=23624057
https://www.ncbi.nlm.nih.gov/pubmed/?term=23228811
https://www.ncbi.nlm.nih.gov/pubmed/?term=25024362
https://www.ncbi.nlm.nih.gov/pubmed/?term=25030053
https://www.ncbi.nlm.nih.gov/pubmed/?term=24404140
https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505
https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505
https://www.ncbi.nlm.nih.gov/pubmed/?term=24397898
https://www.ncbi.nlm.nih.gov/pubmed/?term=24397898
https://www.ncbi.nlm.nih.gov/pubmed/?term=24728521
https://www.ncbi.nlm.nih.gov/pubmed/?term=24728521
https://www.ncbi.nlm.nih.gov/pubmed/?term=25367751
https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135
https://www.ncbi.nlm.nih.gov/pubmed/?term=25637347
https://www.ncbi.nlm.nih.gov/pubmed/?term=27005808
https://www.ncbi.nlm.nih.gov/pubmed/?term=26656121
https://www.ncbi.nlm.nih.gov/pubmed/?term=26874325
https://www.ncbi.nlm.nih.gov/pubmed/?term=26791076
https://www.ncbi.nlm.nih.gov/pubmed/?term=27466350
https://www.ncbi.nlm.nih.gov/pubmed/?term=27699241
https://www.ncbi.nlm.nih.gov/pubmed/?term=29176865
https://www.ncbi.nlm.nih.gov/pubmed/?term=27958370
https://www.ncbi.nlm.nih.gov/pubmed/?term=29263879
https://www.ncbi.nlm.nih.gov/pubmed/?term=29795025
https://www.ncbi.nlm.nih.gov/pubmed/?term=29983563
https://www.ncbi.nlm.nih.gov/pubmed/?term=29619252
https://www.ncbi.nlm.nih.gov/pubmed/?term=29619252
https://www.ncbi.nlm.nih.gov/pubmed/?term=27895131
https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844
https://www.ncbi.nlm.nih.gov/pubmed/?term=29541075
https://www.ncbi.nlm.nih.gov/pubmed/?term=33705411
https://www.ncbi.nlm.nih.gov/pubmed/?term=35126135
https://www.ncbi.nlm.nih.gov/pubmed/?term=19679214
https://www.ncbi.nlm.nih.gov/pubmed/?term=26731269
https://www.ncbi.nlm.nih.gov/pubmed/?term=26453448
https://www.ncbi.nlm.nih.gov/pubmed/?term=26453448
https://www.ncbi.nlm.nih.gov/pubmed/?term=27456709
https://www.ncbi.nlm.nih.gov/pubmed/?term=32023469
https://www.ncbi.nlm.nih.gov/pubmed/?term=32402293
https://www.ncbi.nlm.nih.gov/pubmed/?term=32348377
https://www.ncbi.nlm.nih.gov/pubmed/?term=32697993
https://www.ncbi.nlm.nih.gov/pubmed/?term=29515589
https://www.ncbi.nlm.nih.gov/pubmed/?term=33046728
https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678
https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937
https://www.ncbi.nlm.nih.gov/pubmed/?term=30567978
https://www.ncbi.nlm.nih.gov/pubmed/?term=31362695
https://www.ncbi.nlm.nih.gov/pubmed/?term=29769270
https://www.ncbi.nlm.nih.gov/pubmed/?term=31521953
https://www.ncbi.nlm.nih.gov/pubmed/?term=28298421

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT01484548
https://clinicaltrials.gov/ct2/show/NCT01751048
https://clinicaltrials.gov/ct2/show/NCT02071758
https://clinicaltrials.gov/ct2/show/NCT02465216
https://clinicaltrials.gov/ct2/show/NCT01927159
https://clinicaltrials.gov/ct2/show/NCT01599897
https://clinicaltrials.gov/ct2/show/NCT01154049
https://clinicaltrials.gov/ct2/show/NCT03302897
https://clinicaltrials.gov/ct2/show/NCT02465216
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT03806686
https://clinicaltrials.gov/ct2/show/NCT01949909
https://clinicaltrials.gov/ct2/show/NCT01540474
https://clinicaltrials.gov/ct2/show/NCT02014727
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT02658253
https://clinicaltrials.gov/ct2/show/NCT01991561
https://clinicaltrials.gov/ct2/show/NCT01596725
https://clinicaltrials.gov/ct2/show/NCT01147068
https://clinicaltrials.gov/ct2/show/NCT03820414
https://clinicaltrials.gov/ct2/show/NCT03220724
https://clinicaltrials.gov/ct2/show/NCT03409276
https://clinicaltrials.gov/ct2/show/NCT01864876
https://clinicaltrials.gov/ct2/show/NCT02115815
https://clinicaltrials.gov/ct2/show/NCT01397604",,,,,,
VO:0005421,GLA-SLQ vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,GLA-SLQ,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687|https://www.ncbi.nlm.nih.gov/pubmed/?term=24465426|https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202|https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505|https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135|https://www.ncbi.nlm.nih.gov/pubmed/?term=26862758|https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937|https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678|https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT03589794",,,TLR4 receptor role,Th1/Th2 mixed immune profile,,
VO:0005422,SLA-LSQ vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,SLA-LSQ,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=30302281,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",,,TLR4 receptor role,Th1-biased immune profile,,
VO:0005423,SLA-SE vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,SLA-SE,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=30386348|https://www.ncbi.nlm.nih.gov/pubmed/?term=31149350|https://www.ncbi.nlm.nih.gov/pubmed/?term=31891152|https://www.ncbi.nlm.nih.gov/pubmed/?term=32540272|https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: n/a

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT03820414
https://clinicaltrials.gov/ct2/show/NCT02071758",,,TLR4 receptor role,,,
VO:0005424,GLA-AF vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,GLA-AF,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687|https://www.ncbi.nlm.nih.gov/pubmed/?term=24465426|https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202|https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505|https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135|https://www.ncbi.nlm.nih.gov/pubmed/?term=26862758|https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937|https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678|https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT03589794",,,TLR4 receptor role,Th1-biased immune profile,,
VO:0005471,MAS-1 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,MAS-1,A vaccine adjuvant 30:70 (w/w) Water-in-Oil  (W/O) emulsion that stimulates a mixed Th1/Th2 response.,,https://clinicaltrials.gov/ct2/show/NCT02118077|https://clinicaltrials.gov/ct2/show/NCT02500680|https://clinicaltrials.gov/ct2/show/NCT03624062|https://www.ncbi.nlm.nih.gov/pubmed/?term=23595760|https://www.ncbi.nlm.nih.gov/pubmed/?term=24783964|https://www.ncbi.nlm.nih.gov/pubmed/?term=34429319|https://www.ncbi.nlm.nih.gov/pubmed/?term=34926305,Peter Blackburn|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: emulsion
Mechanism of Action: adjuvanted antigen depot at injection site
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM and SQ
Point of Contact: Peter Blackburn, MerciaPharma

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=23595760
https://www.ncbi.nlm.nih.gov/pubmed/?term=24783964
https://www.ncbi.nlm.nih.gov/pubmed/?term=34429319
https://www.ncbi.nlm.nih.gov/pubmed/?term=34926305

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT03624062
https://clinicaltrials.gov/ct2/show/NCT02118077",,,,Th1/Th2 mixed immune profile,,
VO:0005472,ProLNG-S vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,ProLNG-S,A vaccine adjuvant that induces CD8 T cells and provides innate protection.,,https://www.ncbi.nlm.nih.gov/pubmed/?term=36635335,Taegyan Kang|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: SQ
Point of Contact: Taegyan Kang, Progeneer

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=36635335

Ongoing clinical trials: n/a",,,,Th1-biased immune profile,,
VO:0005473,CAF09b vaccine adjuvant,vaccine adjuvant,VAC,liposome-based vaccine adjuvant,CAF09b,A vaccine adjuvant that is a lipid-based vaccine adjuvent based on cationic surfactant dimethyl-dioctadecyl ammonium (DDA) combined with C-type lectin agonist monomycoloyl glycerol (MMG) and TLR3 agonist poly I:C. CAF09b is able to induce CD8+ T-cell response.,,https://clinicaltrials.gov/ct2/show/NCT03715985|https://www.ncbi.nlm.nih.gov/pubmed/?term=33352684|https://www.ncbi.nlm.nih.gov/pubmed/?term=35036074|https://www.ncbi.nlm.nih.gov/pubmed/?term=35163772,Gabriel Kristian Pedersen|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Liposome
Mechanism of Action: n/a
Immune profile induced: n/a

Route of immunization: IN, IP, IM,
Point of Contact: Gabriel Kristian Pedersen, Staten Serum Institute (SSI)

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35163772
https://www.ncbi.nlm.nih.gov/pubmed/?term=33352684
https://www.ncbi.nlm.nih.gov/pubmed/?term=35036074

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03715985",,,,Th1-biased immune profile,,
